,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
0,2025-05-03 00:00:00,2025-05-08 01:08:32,3.0,334.03,163.0,82.0
1,2025-05-03 01:00:00,2025-05-08 01:08:32,3.0,334.67,164.0,82.0
2,2025-05-03 02:00:00,2025-05-08 01:08:32,3.0,358.23,208.0,82.0
3,2025-05-03 03:00:00,2025-05-08 01:08:32,3.0,369.08,234.0,82.0
4,2025-05-03 04:00:00,2025-05-08 01:08:32,3.0,363.96,205.0,76.0
5,2025-05-03 05:00:00,2025-05-08 01:08:32,3.0,369.13,217.0,76.0
6,2025-05-03 06:00:00,2025-05-08 01:08:32,3.0,373.12,227.0,76.0
7,2025-05-03 07:00:00,2025-05-08 01:08:32,3.0,371.55,223.0,76.0
8,2025-05-03 08:00:00,2025-05-08 01:08:32,3.0,377.57,239.0,76.0
9,2025-05-03 09:00:00,2025-05-08 01:08:32,3.0,368.3,215.0,76.0
10,2025-05-03 10:00:00,2025-05-08 01:08:32,3.0,367.45,213.0,76.0
11,2025-05-03 11:00:00,2025-05-08 01:08:32,3.0,371.95,224.0,76.0
12,2025-05-03 12:00:00,2025-05-08 01:08:32,3.0,369.95,219.0,76.0
13,2025-05-03 13:00:00,2025-05-08 01:08:32,3.0,368.3,215.0,76.0
14,2025-05-03 14:00:00,2025-05-08 01:08:32,3.0,361.68,200.0,76.0
15,2025-05-03 15:00:00,2025-05-08 01:08:32,3.0,355.06,184.0,75.0
16,2025-05-03 16:00:00,2025-05-08 01:08:32,3.0,368.65,213.0,75.0
17,2025-05-03 17:00:00,2025-05-08 01:08:32,3.0,361.51,197.0,75.0
18,2025-05-03 18:00:00,2025-05-08 01:08:32,3.0,356.09,186.0,75.0
19,2025-05-03 19:00:00,2025-05-08 01:08:32,3.0,350.76,176.0,75.0
20,2025-05-03 20:00:00,2025-05-08 01:08:32,3.0,354.0,165.0,68.0
21,2025-05-03 21:00:00,2025-05-08 01:08:32,3.0,358.62,163.0,64.0
22,2025-05-03 22:00:00,2025-05-08 01:08:32,3.0,367.15,162.0,58.0
23,2025-05-03 23:00:00,2025-05-08 01:08:32,3.0,368.25,164.0,58.0
24,2025-05-04 00:00:00,2025-05-08 01:08:32,3.0,368.8,165.0,58.0
25,2025-05-04 01:00:00,2025-05-08 01:08:32,3.0,350.9,164.5,70.0
26,2025-05-04 02:00:00,2025-05-08 01:08:32,3.0,354.95,186.25,76.0
27,2025-05-04 03:00:00,2025-05-08 01:08:32,3.0,362.67,210.125,79.0
28,2025-05-04 04:00:00,2025-05-08 01:08:32,3.0,363.31,207.5625,77.5
29,2025-05-04 05:00:00,2025-05-08 01:08:32,3.0,366.26,212.28125,76.75
30,2025-05-04 06:00:00,2025-05-08 01:08:32,3.0,369.77,219.640625,76.375
31,2025-05-04 07:00:00,2025-05-08 01:08:32,3.0,370.66,221.3203125,76.1875
32,2025-05-04 08:00:00,2025-05-08 01:08:32,3.0,374.21,230.16015625,76.09375
33,2025-05-04 09:00:00,2025-05-08 01:08:32,3.0,371.33,222.580078125,76.046875
34,2025-05-04 10:00:00,2025-05-08 01:08:32,3.0,369.42,217.7900390625,76.0234375
35,2025-05-04 11:00:00,2025-05-08 01:08:32,3.0,370.7,220.89501953125,76.01171875
36,2025-05-04 12:00:00,2025-05-08 01:08:32,3.0,370.32,219.947509765625,76.005859375
37,2025-05-04 13:00:00,2025-05-08 01:08:32,3.0,369.32,217.4737548828125,76.0029296875
38,2025-05-04 14:00:00,2025-05-08 01:08:32,3.0,365.62,208.73687744140625,76.00146484375
39,2025-05-04 15:00:00,2025-05-08 01:08:32,3.0,360.59,196.36843872070312,75.500732421875
40,2025-05-04 16:00:00,2025-05-08 01:08:32,3.0,364.73,204.6842193603516,75.2503662109375
41,2025-05-04 17:00:00,2025-05-08 01:08:32,3.0,363.14,200.84210968017572,75.12518310546875
42,2025-05-04 18:00:00,2025-05-08 01:08:32,3.0,359.72,193.4210548400879,75.06259155273438
43,2025-05-04 19:00:00,2025-05-08 01:08:32,3.0,355.39,184.710527420044,75.03129577636719
44,2025-05-04 20:00:00,2025-05-08 01:08:32,3.0,354.73,174.85526371002197,71.5156478881836
45,2025-05-04 21:00:00,2025-05-08 01:08:32,3.0,356.59,168.927631855011,67.7578239440918
46,2025-05-04 22:00:00,2025-05-08 01:08:32,3.0,361.68,165.4638159275055,62.8789119720459
47,2025-05-04 23:00:00,2025-05-08 01:08:32,3.0,364.92,164.73190796375275,60.43945598602295
