,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
0,2025-05-03 00:00:00,2025-05-08 01:08:32,3.0,597.19,805.0,678.0,182.0
1,2025-05-03 01:00:00,2025-05-08 01:08:32,3.0,552.71,709.0,681.0,271.0
2,2025-05-03 02:00:00,2025-05-08 01:08:32,3.0,583.2,815.0,677.0,227.0
3,2025-05-03 03:00:00,2025-05-08 01:08:32,3.0,584.11,803.0,679.0,219.0
4,2025-05-03 04:00:00,2025-05-08 01:08:32,3.0,582.95,785.0,679.0,215.0
5,2025-05-03 05:00:00,2025-05-08 01:08:32,3.0,574.66,734.0,689.0,216.0
6,2025-05-03 06:00:00,2025-05-08 01:08:32,3.0,566.37,680.0,702.0,214.0
7,2025-05-03 07:00:00,2025-05-08 01:08:32,3.0,542.34,672.0,702.0,282.0
8,2025-05-03 08:00:00,2025-05-08 01:08:32,3.0,527.47,694.0,704.0,342.0
9,2025-05-03 09:00:00,2025-05-08 01:08:32,3.0,541.45,755.0,706.0,328.0
10,2025-05-03 10:00:00,2025-05-08 01:08:32,3.0,575.49,767.0,708.0,225.0
11,2025-05-03 11:00:00,2025-05-08 01:08:32,3.0,607.53,762.0,667.0,140.0
12,2025-05-03 12:00:00,2025-05-08 01:08:32,3.0,589.81,704.0,661.0,166.0
13,2025-05-03 13:00:00,2025-05-08 01:08:32,3.0,552.34,615.0,652.0,229.0
14,2025-05-03 14:00:00,2025-05-08 01:08:32,3.0,593.03,725.0,665.0,165.0
15,2025-05-03 15:00:00,2025-05-08 01:08:32,3.0,586.18,793.0,678.0,209.0
16,2025-05-03 16:00:00,2025-05-08 01:08:32,3.0,556.66,703.0,698.0,254.0
17,2025-05-03 17:00:00,2025-05-08 01:08:32,3.0,523.78,678.0,693.0,346.0
18,2025-05-03 18:00:00,2025-05-08 01:08:32,3.0,509.65,709.0,692.0,414.0
19,2025-05-03 19:00:00,2025-05-08 01:08:32,3.0,514.62,712.0,690.0,398.0
20,2025-05-03 20:00:00,2025-05-08 01:08:32,3.0,545.11,792.0,694.0,336.0
21,2025-05-03 21:00:00,2025-05-08 01:08:32,3.0,563.09,809.0,706.0,283.0
22,2025-05-03 22:00:00,2025-05-08 01:08:32,3.0,585.98,810.0,711.0,211.0
23,2025-05-03 23:00:00,2025-05-08 01:08:32,3.0,618.96,910.0,702.0,152.0
24,2025-05-04 00:00:00,2025-05-08 01:08:32,3.0,619.76,823.0,693.0,123.0
25,2025-05-04 01:00:00,2025-05-08 01:08:32,3.0,586.01,766.0,687.0,197.0
26,2025-05-04 02:00:00,2025-05-08 01:08:32,3.0,584.58,790.5,682.0,212.0
27,2025-05-04 03:00:00,2025-05-08 01:08:32,3.0,584.35,796.75,680.5,215.5
28,2025-05-04 04:00:00,2025-05-08 01:08:32,3.0,583.65,790.875,679.75,215.25
29,2025-05-04 05:00:00,2025-05-08 01:08:32,3.0,579.22,762.4375,684.375,215.625
30,2025-05-04 06:00:00,2025-05-08 01:08:32,3.0,572.93,721.21875,693.1875,214.8125
31,2025-05-04 07:00:00,2025-05-08 01:08:32,3.0,557.51,696.609375,697.59375,248.40625
32,2025-05-04 08:00:00,2025-05-08 01:08:32,3.0,542.06,695.3046875,700.796875,295.203125
33,2025-05-04 09:00:00,2025-05-08 01:08:32,3.0,541.74,725.15234375,703.3984375,311.6015625
34,2025-05-04 10:00:00,2025-05-08 01:08:32,3.0,558.42,746.076171875,705.69921875,268.30078125
35,2025-05-04 11:00:00,2025-05-08 01:08:32,3.0,581.85,754.0380859375,686.349609375,204.150390625
36,2025-05-04 12:00:00,2025-05-08 01:08:32,3.0,585.68,729.01904296875,673.6748046875,185.0751953125
37,2025-05-04 13:00:00,2025-05-08 01:08:32,3.0,569.51,672.009521484375,662.83740234375,207.03759765625
38,2025-05-04 14:00:00,2025-05-08 01:08:32,3.0,581.32,698.5047607421875,663.918701171875,186.018798828125
39,2025-05-04 15:00:00,2025-05-08 01:08:32,3.0,583.85,745.7523803710938,670.9593505859375,197.5093994140625
40,2025-05-04 16:00:00,2025-05-08 01:08:32,3.0,570.08,724.3761901855469,684.4796752929688,225.75469970703125
41,2025-05-04 17:00:00,2025-05-08 01:08:32,3.0,546.37,701.1880950927734,688.7398376464844,285.8773498535156
42,2025-05-04 18:00:00,2025-05-08 01:08:32,3.0,527.28,705.0940475463867,690.3699188232422,349.9386749267578
43,2025-05-04 19:00:00,2025-05-08 01:08:32,3.0,520.85,708.5470237731934,690.1849594116211,373.9693374633789
44,2025-05-04 20:00:00,2025-05-08 01:08:32,3.0,533.15,750.2735118865967,692.0924797058105,354.98466873168945
45,2025-05-04 21:00:00,2025-05-08 01:08:32,3.0,548.12,779.6367559432983,699.0462398529053,318.9923343658447
46,2025-05-04 22:00:00,2025-05-08 01:08:32,3.0,566.7,794.8183779716492,705.0231199264526,264.9961671829224
47,2025-05-04 23:00:00,2025-05-08 01:08:32,3.0,592.82,852.4091889858246,703.5115599632263,208.4980835914612
