UTC time,hydro
2025-04-25 00:00:00,1177.0
2025-04-25 01:00:00,1262.0
2025-04-25 02:00:00,1273.0
2025-04-25 03:00:00,1308.0
2025-04-25 04:00:00,1294.0
2025-04-25 05:00:00,1267.0
2025-04-25 06:00:00,1270.0
2025-04-25 07:00:00,1228.0
2025-04-25 08:00:00,1234.0
2025-04-25 09:00:00,1232.0
2025-04-25 10:00:00,1213.0
2025-04-25 11:00:00,1220.0
2025-04-25 12:00:00,1237.0
2025-04-25 13:00:00,1294.0
2025-04-25 14:00:00,1272.0
2025-04-25 15:00:00,1256.0
2025-04-25 16:00:00,1247.0
2025-04-25 17:00:00,1196.0
2025-04-25 18:00:00,1182.0
2025-04-25 19:00:00,1164.0
2025-04-25 20:00:00,1186.0
2025-04-25 21:00:00,1168.0
2025-04-25 22:00:00,1185.0
2025-04-25 23:00:00,1237.0
2025-04-26 00:00:00,1213.0
2025-04-26 01:00:00,1237.5
2025-04-26 02:00:00,1255.25
2025-04-26 03:00:00,1281.625
2025-04-26 04:00:00,1287.8125
2025-04-26 05:00:00,1277.40625
2025-04-26 06:00:00,1273.703125
2025-04-26 07:00:00,1250.8515625
2025-04-26 08:00:00,1242.42578125
2025-04-26 09:00:00,1237.212890625
2025-04-26 10:00:00,1225.1064453125
2025-04-26 11:00:00,1222.55322265625
2025-04-26 12:00:00,1229.776611328125
2025-04-26 13:00:00,1261.8883056640625
2025-04-26 14:00:00,1266.9441528320312
2025-04-26 15:00:00,1261.4720764160156
2025-04-26 16:00:00,1254.2360382080078
2025-04-26 17:00:00,1225.118019104004
2025-04-26 18:00:00,1203.559009552002
2025-04-26 19:00:00,1183.779504776001
2025-04-26 20:00:00,1184.8897523880005
2025-04-26 21:00:00,1176.4448761940002
2025-04-26 22:00:00,1180.7224380970001
2025-04-26 23:00:00,1208.8612190485
