,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,other
0,2025-04-19 00:00:00,2025-04-25 21:35:28,3.0,110.13,338.0,558.0,286.0,11.0
1,2025-04-19 01:00:00,2025-04-25 21:35:28,3.0,105.89,337.0,659.0,217.0,8.0
2,2025-04-19 02:00:00,2025-04-25 21:35:28,3.0,99.7,388.0,996.0,94.0,8.0
3,2025-04-19 03:00:00,2025-04-25 21:35:28,3.0,99.74,383.0,1088.0,7.0,12.0
4,2025-04-19 04:00:00,2025-04-25 21:35:28,3.0,101.27,412.0,1126.0,0.0,7.0
5,2025-04-19 05:00:00,2025-04-25 21:35:28,3.0,102.98,438.0,1177.0,0.0,9.0
6,2025-04-19 06:00:00,2025-04-25 21:35:28,3.0,103.6,436.0,1153.0,0.0,7.0
7,2025-04-19 07:00:00,2025-04-25 21:35:28,3.0,105.27,424.0,1102.0,0.0,8.0
8,2025-04-19 08:00:00,2025-04-25 21:35:28,3.0,104.7,443.0,1163.0,0.0,9.0
9,2025-04-19 09:00:00,2025-04-25 21:35:28,3.0,98.41,399.0,1135.0,0.0,7.0
10,2025-04-19 10:00:00,2025-04-25 21:35:28,3.0,98.71,399.0,1140.0,0.0,9.0
11,2025-04-19 11:00:00,2025-04-25 21:35:28,3.0,98.34,396.0,1123.0,0.0,6.0
12,2025-04-19 12:00:00,2025-04-25 21:35:28,3.0,97.88,396.0,1140.0,0.0,8.0
13,2025-04-19 13:00:00,2025-04-25 21:35:28,3.0,89.86,345.0,1108.0,0.0,6.0
14,2025-04-19 14:00:00,2025-04-25 21:35:28,3.0,102.49,328.0,891.0,2.0,8.0
15,2025-04-19 15:00:00,2025-04-25 21:35:28,3.0,150.85,321.0,433.0,53.0,7.0
16,2025-04-19 16:00:00,2025-04-25 21:35:28,3.0,206.05,304.0,101.0,157.0,9.0
17,2025-04-19 17:00:00,2025-04-25 21:35:28,3.0,165.19,303.0,157.0,241.0,9.0
18,2025-04-19 18:00:00,2025-04-25 21:35:28,3.0,148.39,304.0,189.0,288.0,8.0
19,2025-04-19 19:00:00,2025-04-25 21:35:28,3.0,133.05,304.0,187.0,381.0,8.0
20,2025-04-19 20:00:00,2025-04-25 21:35:28,3.0,143.44,307.0,169.0,343.0,9.0
21,2025-04-19 21:00:00,2025-04-25 21:35:28,3.0,148.92,306.0,137.0,343.0,9.0
22,2025-04-19 22:00:00,2025-04-25 21:35:28,3.0,150.96,305.0,128.0,337.0,8.0
23,2025-04-19 23:00:00,2025-04-25 21:35:28,3.0,156.81,306.0,120.0,320.0,9.0
24,2025-04-20 00:00:00,2025-04-25 21:35:28,3.0,165.12,308.0,122.0,285.0,10.0
25,2025-04-20 01:00:00,2025-04-25 21:35:28,3.0,127.95,322.5,390.5,251.0,9.0
26,2025-04-20 02:00:00,2025-04-25 21:35:28,3.0,110.88,355.25,693.25,172.5,8.5
27,2025-04-20 03:00:00,2025-04-25 21:35:28,3.0,104.78,369.125,890.625,89.75,10.25
28,2025-04-20 04:00:00,2025-04-25 21:35:28,3.0,102.91,390.5625,1008.3125,44.875,8.625
29,2025-04-20 05:00:00,2025-04-25 21:35:28,3.0,102.95,414.28125,1092.65625,22.4375,8.8125
30,2025-04-20 06:00:00,2025-04-25 21:35:28,3.0,103.28,425.140625,1122.828125,11.21875,7.90625
31,2025-04-20 07:00:00,2025-04-25 21:35:28,3.0,104.26,424.5703125,1112.4140625,5.609375,7.953125
32,2025-04-20 08:00:00,2025-04-25 21:35:28,3.0,104.48,433.78515625,1137.70703125,2.8046875,8.4765625
33,2025-04-20 09:00:00,2025-04-25 21:35:28,3.0,101.49,416.392578125,1136.353515625,1.40234375,7.73828125
34,2025-04-20 10:00:00,2025-04-25 21:35:28,3.0,100.11,407.6962890625,1138.1767578125,0.701171875,8.369140625
35,2025-04-20 11:00:00,2025-04-25 21:35:28,3.0,99.23,401.84814453125,1130.58837890625,0.3505859375,7.1845703125
36,2025-04-20 12:00:00,2025-04-25 21:35:28,3.0,98.55,398.924072265625,1135.294189453125,0.17529296875,7.59228515625
37,2025-04-20 13:00:00,2025-04-25 21:35:28,3.0,94.32,371.9620361328125,1121.6470947265625,0.087646484375,6.796142578125
38,2025-04-20 14:00:00,2025-04-25 21:35:28,3.0,98.0,349.98101806640625,1006.3235473632812,1.0438232421875,7.3980712890625
39,2025-04-20 15:00:00,2025-04-25 21:35:28,3.0,117.75,335.4905090332031,719.6617736816406,27.02191162109375,7.19903564453125
40,2025-04-20 16:00:00,2025-04-25 21:35:28,3.0,148.11,319.7452545166016,410.3308868408203,92.01095581054688,8.099517822265625
41,2025-04-20 17:00:00,2025-04-25 21:35:28,3.0,155.99,311.3726272583008,283.66544342041016,166.50547790527344,8.549758911132812
42,2025-04-20 18:00:00,2025-04-25 21:35:28,3.0,152.14,307.6863136291504,236.33272171020508,227.25273895263672,8.274879455566406
43,2025-04-20 19:00:00,2025-04-25 21:35:28,3.0,142.02,305.8431568145752,211.6663608551025,304.1263694763184,8.137439727783203
44,2025-04-20 20:00:00,2025-04-25 21:35:28,3.0,142.73,306.4215784072876,190.33318042755127,323.5631847381592,8.568719863891602
45,2025-04-20 21:00:00,2025-04-25 21:35:28,3.0,145.76,306.2107892036438,163.66659021377563,333.2815923690796,8.7843599319458
46,2025-04-20 22:00:00,2025-04-25 21:35:28,3.0,148.31,305.6053946018219,145.83329510688782,335.1407961845398,8.3921799659729
47,2025-04-20 23:00:00,2025-04-25 21:35:28,3.0,152.45,305.8026973009109,132.9166475534439,327.5703980922699,8.69608998298645
