,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,other
0,2025-04-25 00:00:00,2025-05-01 04:36:13,3.0,172.63,498.0,437.0,151.0,8.0
1,2025-04-25 01:00:00,2025-05-01 04:36:13,3.0,182.36,545.0,497.0,81.0,8.0
2,2025-04-25 02:00:00,2025-05-01 04:36:13,3.0,138.4,533.0,880.0,34.0,7.0
3,2025-04-25 03:00:00,2025-05-01 04:36:13,3.0,136.44,580.0,1020.0,5.0,10.0
4,2025-04-25 04:00:00,2025-05-01 04:36:13,3.0,137.08,577.0,1006.0,0.0,8.0
5,2025-04-25 05:00:00,2025-05-01 04:36:13,3.0,139.64,599.0,1010.0,0.0,7.0
6,2025-04-25 06:00:00,2025-05-01 04:36:13,3.0,138.59,600.0,1027.0,0.0,8.0
7,2025-04-25 07:00:00,2025-05-01 04:36:13,3.0,140.57,600.0,1004.0,0.0,8.0
8,2025-04-25 08:00:00,2025-05-01 04:36:13,3.0,160.33,578.0,774.0,0.0,7.0
9,2025-04-25 09:00:00,2025-05-01 04:36:13,3.0,193.25,595.0,558.0,0.0,7.0
10,2025-04-25 10:00:00,2025-05-01 04:36:13,3.0,189.24,564.0,553.0,0.0,7.0
11,2025-04-25 11:00:00,2025-05-01 04:36:13,3.0,190.52,538.0,525.0,0.0,9.0
12,2025-04-25 12:00:00,2025-05-01 04:36:13,3.0,196.68,542.0,493.0,0.0,8.0
13,2025-04-25 13:00:00,2025-05-01 04:36:13,3.0,138.18,531.0,913.0,0.0,7.0
14,2025-04-25 14:00:00,2025-05-01 04:36:13,3.0,141.28,571.0,947.0,5.0,9.0
15,2025-04-25 15:00:00,2025-05-01 04:36:13,3.0,160.28,578.0,742.0,35.0,8.0
16,2025-04-25 16:00:00,2025-05-01 04:36:13,3.0,155.87,589.0,706.0,122.0,7.0
17,2025-04-25 17:00:00,2025-05-01 04:36:13,3.0,164.09,667.0,728.0,129.0,8.0
18,2025-04-25 18:00:00,2025-05-01 04:36:13,3.0,168.16,675.0,724.0,108.0,9.0
19,2025-04-25 19:00:00,2025-05-01 04:36:13,3.0,175.61,578.0,501.0,157.0,8.0
20,2025-04-25 20:00:00,2025-05-01 04:36:13,3.0,166.37,569.0,516.0,205.0,10.0
21,2025-04-25 21:00:00,2025-05-01 04:36:13,3.0,165.93,558.0,512.0,194.0,8.0
22,2025-04-25 22:00:00,2025-05-01 04:36:13,3.0,170.15,542.0,485.0,173.0,9.0
23,2025-04-25 23:00:00,2025-05-01 04:36:13,3.0,171.17,550.0,496.0,157.0,6.0
24,2025-04-26 00:00:00,2025-05-01 04:36:13,3.0,178.93,567.0,500.0,132.0,12.0
25,2025-04-26 01:00:00,2025-05-01 04:36:13,3.0,180.59,556.0,498.5,106.5,10.0
26,2025-04-26 02:00:00,2025-05-01 04:36:13,3.0,157.22,544.5,689.25,70.25,8.5
27,2025-04-26 03:00:00,2025-05-01 04:36:13,3.0,145.76,562.25,854.625,37.625,9.25
28,2025-04-26 04:00:00,2025-05-01 04:36:13,3.0,141.24,569.625,930.3125,18.8125,8.625
29,2025-04-26 05:00:00,2025-05-01 04:36:13,3.0,140.41,584.3125,970.15625,9.40625,7.8125
30,2025-04-26 06:00:00,2025-05-01 04:36:13,3.0,139.49,592.15625,998.578125,4.703125,7.90625
31,2025-04-26 07:00:00,2025-05-01 04:36:13,3.0,140.03,596.078125,1001.2890625,2.3515625,7.953125
32,2025-04-26 08:00:00,2025-05-01 04:36:13,3.0,149.33,587.0390625,887.64453125,1.17578125,7.4765625
33,2025-04-26 09:00:00,2025-05-01 04:36:13,3.0,168.6,591.01953125,722.822265625,0.587890625,7.23828125
34,2025-04-26 10:00:00,2025-05-01 04:36:13,3.0,178.09,577.509765625,637.9111328125,0.2939453125,7.119140625
35,2025-04-26 11:00:00,2025-05-01 04:36:13,3.0,183.89,557.7548828125,581.45556640625,0.14697265625,8.0595703125
36,2025-04-26 12:00:00,2025-05-01 04:36:13,3.0,189.98,549.87744140625,537.227783203125,0.073486328125,8.02978515625
37,2025-04-26 13:00:00,2025-05-01 04:36:13,3.0,160.46,540.438720703125,725.1138916015625,0.0367431640625,7.514892578125
38,2025-04-26 14:00:00,2025-05-01 04:36:13,3.0,149.99,555.7193603515625,836.0569458007812,2.51837158203125,8.2574462890625
39,2025-04-26 15:00:00,2025-05-01 04:36:13,3.0,155.06,566.8596801757812,789.0284729003906,18.759185791015625,8.12872314453125
40,2025-04-26 16:00:00,2025-05-01 04:36:13,3.0,155.47,577.9298400878906,747.5142364501953,70.37959289550781,7.564361572265625
41,2025-04-26 17:00:00,2025-05-01 04:36:13,3.0,159.97,622.4649200439453,737.7571182250977,99.6897964477539,7.7821807861328125
42,2025-04-26 18:00:00,2025-05-01 04:36:13,3.0,164.13,648.7324600219727,730.8785591125488,103.84489822387695,8.391090393066406
43,2025-04-26 19:00:00,2025-05-01 04:36:13,3.0,169.35,613.3662300109863,615.9392795562744,130.42244911193848,8.195545196533203
44,2025-04-26 20:00:00,2025-05-01 04:36:13,3.0,167.9,591.1831150054932,565.9696397781372,167.71122455596924,9.097772598266602
45,2025-04-26 21:00:00,2025-05-01 04:36:13,3.0,166.94,574.5915575027466,538.9848198890686,180.85561227798465,8.5488862991333
46,2025-04-26 22:00:00,2025-05-01 04:36:13,3.0,168.48,558.2957787513733,511.9924099445343,176.9278061389923,8.77444314956665
47,2025-04-26 23:00:00,2025-05-01 04:36:13,3.0,169.8,554.1478893756866,503.9962049722672,166.96390306949615,7.387221574783325
